0,-0.9584462309721857,-1.8396499454975128
1,-1.9055438728749075,-2.4957694932818413
2,-2.1669721929356456,-1.785845436155796
3,-2.254251209891994,-1.97371344268322
4,-2.3120778451504354,-2.1129132620990276
5,-2.4114354101686994,-2.214699998497963
6,-2.4600606932812794,-1.9513590559363365
7,-2.473579013487324,-1.6255809627473354
8,-2.542484994088723,-2.1590311489999294
9,-2.5702002899594265,-1.530432727187872
10,-2.539193374760957,-2.2051229625940323
11,-2.566976410717788,-1.8822151236236095
12,-2.5522460397332907,-1.955244779586792
13,-2.6789349073078483,-2.1721410788595676
14,-2.6775698951360853,-2.2739960998296738
15,-2.761551585958593,-1.909732773900032
16,-2.7179048159371386,-2.233963370323181
17,-2.844469052654776,-2.3283150270581245
18,-2.7705267233435404,-1.6823184117674828
19,-2.687010540267114,-2.0547892563045025
20,-2.7752639245749875,-2.3470280654728413
21,-2.8147958588828756,-1.9540111646056175
22,-2.8766518036665563,-1.883818358182907
23,-2.8166489075572994,-2.453666351735592
24,-2.9921988760205833,-2.0483326762914658
25,-2.9824283644557,-2.1758296191692352
26,-3.0415593589952383,-2.2698433063924313
27,-3.003824857825583,-1.9600206911563873
28,-3.0645435870709745,-1.927253246307373
29,-2.990549794250083,-2.460641510784626
